lon,lat,sol,win
102.83,23.23,4.6,2.91
102.42,23.37,4.6,2.91
102.4,23,4.6,2.91
103.97,22.52,4.1,2.78
104.25,23.37,4.27,2.76
104.25,23.37,4.27,2.76
104.33,23.62,4.27,2.76
104.67,23.45,4.27,2.76
104.7,23.12,4.27,2.76
104.4,23.02,4.27,2.76
104.18,24.05,4.17,2.78
105.07,24.05,3.93,2.75
105.62,23.63,3.95,2.77
100.8,22.02,4.66,2.8
100.8,22.02,4.66,2.8
100.45,21.97,4.67,2.77
101.57,21.48,4.63,2.77
100.23,25.6,4.75,3.34
100.23,25.6,4.75,3.34
99.95,25.67,4.58,3.32
100.55,25.48,4.75,3.34
100.58,25.83,4.75,3.34
100.48,25.35,4.75,3.34
100.52,25.05,4.75,3.34
100.3,25.23,4.75,3.34
99.53,25.47,4.58,3.32
99.37,25.88,4.58,3.32
99.95,26.12,4.45,3.52
99.9,26.53,4.45,3.52
100.18,26.57,4.78,3.54
98.58,24.43,4.53,3.03
97.85,24.02,4.56,3.01
98.58,24.43,4.53,3.03
98.3,24.82,4.53,3.03
97.93,24.72,4.56,3.01
97.8,24.2,4.56,3.01
98.85,25.85,4.4,3.14
98.85,25.85,4.4,3.14
98.87,26.9,4.22,3.28
98.67,27.73,4.01,3.46
99.42,26.45,4.45,3.52
99.7,27.83,4.41,3.67
99.7,27.83,4.41,3.67
98.92,28.48,4.43,4.12
99.28,27.18,4.41,3.67
91.13,29.65,5.53,6.52
91.13,29.65,5.53,6.52
91.25,29.9,5.53,6.52
91.1,30.48,5.04,6.5
90.15,29.45,5.41,6.46
90.73,29.37,5.41,6.46
91,29.65,5.53,6.52
91.35,29.68,5.53,6.52
91.73,29.83,5.53,6.52
97.18,31.13,4.91,7.27
97.18,31.13,4.91,7.27
98.22,31.5,4.87,6.74
98.27,30.87,5.05,6.15
96.6,31.22,4.84,7.1
95.6,31.42,4.64,6.93
97.57,30.65,4.9,7.11
96.92,30.05,4.84,7.01
97.85,29.67,4.84,6.11
98.6,29.68,5.1,5.28
95.83,30.75,4.64,6.92
94.7,30.93,4.56,6.83
91.77,29.23,5.53,6.52
91.77,29.23,5.53,6.52
91.33,29.25,5.53,6.52
90.98,29.3,5.41,6.46
92.02,29.27,5.29,6.57
91.68,29.03,5.53,6.52
92.2,29.07,5.29,6.57
91.43,28.43,5.3,6.37
90.87,28.38,5.41,6.51
92.58,29.15,5.29,6.57
92.47,28.42,5.44,6.23
91.95,28,5.3,6.37
90.4,28.97,5.41,6.51
88.88,29.27,5.82,6.38
88.88,29.27,5.82,6.38
89.1,29.68,5.78,6.41
89.6,28.92,5.78,6.57
87.12,28.67,5.85,6.55
88.02,28.9,5.98,6.56
87.63,29.08,5.8,6.34
87.23,29.3,5.8,6.34
88.27,29.43,5.82,6.38
89.27,29.12,5.78,6.41
89.83,29.23,5.78,6.41
89.68,28.57,5.78,6.57
87.77,28.37,5.85,6.55
84.03,29.77,5.95,5.67
88.9,27.48,4.79,5.7
85.3,28.85,5.33,4.91
85.98,28.17,5.33,4.91
85.23,29.33,5.81,5.77
88.52,28.28,5.98,6.56
92.07,31.48,5.11,6.46
92.07,31.48,5.11,6.46
93.25,30.65,4.85,6.74
93.68,31.48,4.84,6.61
92.3,32.12,4.98,6.44
91.68,32.27,5.21,6.36
88.7,30.93,5.44,6.22
93.78,31.88,4.84,6.61
90.02,31.37,5.38,6.22
94.03,31.93,4.84,6.76
87.23,31.78,5.56,6.04
80.1,32.5,5.65,6.68
81.17,30.3,5.26,5.99
79.8,31.48,5.07,6.26
80.1,32.5,5.65,6.68
79.72,33.38,5.48,6.93
81.12,32.4,5.89,6.52
84.07,32.3,5.7,6.21
85.17,31.02,5.72,6.1
94.37,29.68,4.8,6
94.37,29.68,4.8,6
93.25,29.88,5.13,6.28
94.22,29.22,4.8,6
95.33,29.33,4.37,5.9
95.77,29.87,4.37,5.9
97.47,28.67,4.28,4.27
93.07,29.05,5.13,6.28
108.93,34.27,3.93,3.14
108.95,34.27,3.93,3.14
108.93,34.23,3.93,3.14
108.93,34.27,3.93,3.14
109.07,34.27,4,3.14
108.93,34.28,3.93,3.14
108.95,34.22,3.93,3.14
109.23,34.65,4,3.14
109.22,34.37,4,3.14
108.93,34.17,3.93,3.14
109.32,34.15,4,3.14
108.2,34.17,3.93,3.14
108.6,34.1,3.93,3.14
109.08,34.53,4,3.14
108.93,34.9,3.93,3.14
109.07,35.07,4.13,4.78
109.1,35.1,4.13,4.78
108.98,34.92,3.93,3.14
109.12,35.4,4.13,4.78
107.13,34.37,3.86,3.12
107.15,34.37,3.86,3.12
107.13,34.38,3.86,3.12
107.37,34.37,3.86,3.12
107.38,34.52,3.86,3.12
107.62,34.45,3.86,3.12
107.87,34.37,3.86,3.12
107.75,34.28,3.86,3.12
106.85,34.9,3.9,3.06
107.13,34.65,3.86,3.12
107.78,34.68,3.86,3.12
106.52,33.92,3.65,2.58
107.32,34.07,3.86,3.12
108.7,34.33,3.93,3.14
108.72,34.35,3.93,3.14
108.07,34.28,3.93,3.14
108.73,34.33,3.93,3.14
108.93,34.62,3.93,3.14
108.83,34.53,3.93,3.14
108.23,34.53,3.93,3.14
108.42,34.48,3.93,3.14
108.13,34.7,3.93,3.14
108.08,35.03,4.13,4.88
107.78,35.2,4.13,4.99
108.33,35.12,4.13,4.88
108.58,34.78,3.93,3.14
108.2,34.27,3.93,3.14
108.48,34.3,3.93,3.14
109.5,34.5,4,3.14
109.48,34.5,4,3.14
109.77,34.52,4,3.14
110.23,34.55,3.98,3.04
109.93,34.8,4,3.14
110.15,35.23,4.11,4.35
109.93,35.18,4.13,4.78
109.58,34.95,4,3.14
109.58,35.18,4.13,4.78
109.18,34.75,4,3.14
110.43,35.48,4.11,4.35
110.08,34.57,3.98,3.04
109.48,36.6,4.32,5.62
109.48,36.6,4.32,5.62
110,36.58,4.35,5.07
110.18,36.88,4.35,5.07
109.67,37.13,4.47,5.69
109.32,36.87,4.32,5.62
108.77,36.82,4.31,5.77
109.35,36.28,4.32,5.62
109.37,35.98,4.13,4.78
109.43,35.77,4.13,4.78
110.17,36.05,4.35,5.07
109.83,35.58,4.13,4.78
109.25,35.58,4.13,4.78
107.02,33.07,3.73,2.44
107.03,33.07,3.73,2.44
106.93,33,3.65,2.58
107.33,33.15,3.73,2.44
107.55,33.22,3.73,2.44
107.77,32.98,3.46,2.93
106.67,33.15,3.65,2.58
106.25,32.83,3.4,3.61
106.15,33.33,3.65,2.58
107.9,32.53,3.46,2.93
106.92,33.62,3.65,2.58
107.98,33.53,3.73,2.44
109.73,38.28,4.59,5.32
109.75,38.28,4.59,5.32
110.5,38.83,4.53,4.87
111.07,39.03,4.58,3.93
109.28,37.95,4.47,5.69
108.8,37.6,4.47,5.79
107.6,37.58,4.51,5.9
110.25,37.5,4.47,5.19
110.18,37.75,4.47,5.19
110.48,38.02,4.53,4.87
110.73,37.45,4.47,5.19
110.12,37.08,4.47,5.19
110.03,37.62,4.47,5.19
109.02,32.68,3.59,2.9
109.02,32.68,3.59,2.9
108.5,32.9,3.49,2.92
108.25,33.05,3.76,2.48
108.32,33.32,3.76,2.48
108.53,32.52,3.49,2.92
108.9,32.32,3.49,2.92
109.35,32.4,3.59,2.9
109.52,31.88,3.39,3.06
109.38,32.83,3.59,2.9
110.1,32.82,3.61,2.83
109.93,33.87,3.8,2.52
109.93,33.87,3.8,2.52
110.13,34.08,3.98,3.04
110.33,33.7,3.82,2.54
110.88,33.53,3.82,2.54
109.88,33.53,3.8,2.52
109.15,33.43,3.8,2.52
109.1,33.68,3.8,2.52
103.82,36.07,4.43,6.42
103.83,36.05,4.43,6.42
103.62,36.1,4.43,6.42
102.87,36.33,4.47,6.56
103.27,36.73,4.43,6.42
103.95,36.33,4.43,6.42
104.12,35.85,4.43,5.42
98.27,39.8,4.55,7.05
102.18,38.5,4.67,6.68
102.18,38.5,4.67,6.68
101.97,38.25,4.58,6.83
104.18,36.55,4.51,6.28
104.18,36.55,4.51,6.28
104.83,36.73,4.51,6.28
104.68,36.57,4.51,6.28
105.05,35.7,4.28,5.11
104.07,37.15,4.68,6.28
105.72,34.58,4.03,3
106.13,34.75,3.9,3.06
105.67,34.87,4.03,3
105.33,34.73,4.03,3
104.88,34.72,4.28,3.71
106.22,35,4.18,5.05
102.63,37.93,4.33,6.71
102.63,37.93,4.33,6.71
103.08,38.62,4.63,6.43
102.88,37.47,4.33,6.71
103.13,36.98,4.43,6.42
100.45,38.93,4.56,6.97
100.45,38.93,4.56,6.97
99.62,38.83,4.6,7.02
100.82,38.43,4.56,6.97
100.17,39.13,4.72,6.96
99.82,39.38,4.62,7.07
101.08,38.78,4.58,6.83
106.67,35.55,4.18,5.05
106.67,35.55,4.18,5.05
107.37,35.33,4.13,4.99
107.62,35.07,4.13,4.99
107.03,35.3,4.13,4.99
106.65,35.22,4.18,5.05
106.05,35.2,4.18,5.05
105.72,35.52,4.28,5.11
98.52,39.75,4.55,7.05
98.52,39.75,4.55,7.05
98.9,39.98,4.55,7.05
94.88,39.52,4.68,6.69
94.33,39.63,4.68,6.69
97.05,40.28,4.67,6.82
94.67,40.13,4.67,6.29
107.63,35.73,4.13,4.99
107.63,35.73,4.13,4.99
107.88,36,4.36,5.91
107.3,36.58,4.36,5.91
107.98,36.47,4.36,5.91
108.02,35.82,4.13,4.88
108.37,35.5,4.13,4.88
107.92,35.5,4.13,4.99
107.2,35.68,4.13,4.99
104.62,35.58,4.43,5.42
104.62,35.58,4.43,5.42
105.25,35.2,4.28,5.11
104.63,35,4.43,5.42
104.22,35.13,4.43,5.42
103.87,35.38,4.45,5.98
104.47,34.85,4.28,3.71
104.03,34.43,4.28,3.71
104.92,33.4,4.09,3.56
104.92,33.4,4.09,3.56
105.72,33.73,3.74,2.73
104.68,32.95,3.55,4.97
104.38,34.05,4.28,3.71
105.6,33.33,3.74,2.73
105.3,34.02,4.03,3
105.17,34.18,4.03,3
106.08,33.77,3.65,2.58
106.3,33.92,3.65,2.58
103.22,35.6,4.45,5.98
103.22,35.6,4.45,5.98
103,35.5,4.45,5.98
103.72,35.37,4.45,5.98
103.32,35.93,4.45,5.98
103.58,35.48,4.45,5.98
103.35,35.43,4.45,5.98
103.4,35.67,4.45,5.98
102.92,34.98,4.61,6.64
102.92,34.98,4.61,6.64
103.35,34.7,4.39,5.17
103.5,34.58,4.39,5.17
104.37,33.78,4.09,3.56
103.22,34.05,4.39,5.17
102.07,34,4.61,6.64
102.48,34.58,4.61,6.64
102.52,35.2,4.56,6.54
101.78,36.62,4.67,6.62
101.8,36.62,4.67,6.62
101.78,36.62,4.67,6.62
101.77,36.62,4.67,6.62
101.77,36.67,4.67,6.62
101.68,36.93,4.67,6.62
101.57,36.5,4.67,6.62
101.27,36.68,4.67,6.62
102.12,36.5,4.47,6.56
102.12,36.5,4.47,6.56
102.8,36.33,4.47,6.56
102.4,36.48,4.47,6.56
101.95,36.83,4.67,6.62
102.27,36.1,4.47,6.56
102.48,35.85,4.56,6.54
100.9,36.97,4.79,6.69
101.62,37.38,4.45,6.8
100.25,38.18,4.56,6.97
100.98,36.9,4.79,6.69
100.13,37.33,4.68,6.88
102.02,35.52,4.56,6.54
102.02,35.52,4.56,6.54
102.03,35.93,4.56,6.54
101.47,35.03,4.72,6.57
101.6,34.73,4.66,6.64
100.62,36.28,4.79,6.69
100.62,36.28,4.79,6.69
100.57,35.25,4.88,6.6
101.43,36.05,4.67,6.62
99.98,35.58,4.76,6.64
100.75,35.58,4.88,6.6
100.23,34.48,4.59,6.63
100.23,34.48,4.59,6.63
100.73,32.93,4.68,6.53
99.9,33.97,4.53,6.71
99.65,33.75,4.53,6.71
101.48,33.43,4.59,6.58
98.18,34.92,4.79,6.79
97.02,33,4.75,7.07
97.02,33,4.75,7.07
95.3,32.9,4.76,6.92
97.1,33.37,4.75,7.07
95.62,33.85,4.65,6.9
96.48,32.2,4.92,7.09
95.8,34.13,4.83,6.86
97.37,37.37,4.88,6.83
94.9,36.42,5.02,6.91
97.37,37.37,4.88,6.83
98.48,36.93,4.97,6.72
98.08,36.3,4.97,6.72
99.02,37.3,4.75,6.91
106.28,38.47,4.5,5.93
106.28,38.48,4.5,5.93
106.18,38.48,4.5,5.93
106.25,38.47,4.5,5.93
106.25,38.28,4.5,5.93
106.35,38.55,4.5,5.93
106.33,38.1,4.5,5.93
106.38,39.02,4.6,5.78
106.38,39.02,4.6,5.78
106.78,39.25,4.6,5.78
106.53,38.9,4.5,5.93
106.2,37.98,4.53,6.01
106.2,37.98,4.53,6.01
107.4,37.78,4.51,5.9
105.92,36.98,4.45,6.15
106.07,38.02,4.5,5.93
106.28,36,4.43,6.03
106.28,36,4.43,6.03
105.73,35.97,4.28,5.11
106.12,35.62,4.18,5.05
106.33,35.48,4.18,5.05
106.63,35.85,4.18,5.05
105.18,37.52,4.59,6.11
105.18,37.52,4.59,6.11
105.67,37.48,4.59,6.11
105.65,36.57,4.45,6.15
87.62,43.82,4.2,4.56
87.65,43.78,4.2,4.56
87.6,43.78,4.2,4.56
87.6,43.85,4.2,4.56
87.63,43.83,4.2,4.56
87.42,43.87,4.2,4.56
88.3,43.35,4.26,4.55
87.68,43.95,4.2,4.56
87.6,43.8,4.2,4.56
84.87,45.6,4.01,5.68
84.85,44.32,3.95,5.65
84.87,45.6,4.01,5.68
85.13,45.7,4.01,5.53
85.68,46.08,4.04,5.44
89.17,42.95,4.46,3.9
89.17,42.95,4.46,3.9
90.22,42.87,4.43,4.11
88.65,42.78,4.38,3.94
93.52,42.83,4.54,5.28
93.52,42.83,4.54,5.28
94.7,43.25,4.31,5.67
87.3,44.02,4.09,4.99
87.3,44.02,4.09,4.99
87.98,44.15,4.09,4.99
87.65,43.97,4.2,4.56
86.9,44.18,4.09,5.21
86.22,44.3,4.09,5.21
89.58,44.02,4.17,4.77
89.18,44,4.17,4.77
90.28,43.83,4.17,4.71
82.07,44.9,4.08,6.11
82.07,44.9,4.08,6.11
82.88,44.6,4.08,6.11
81.03,44.97,4.13,6.22
86.15,41.77,4.43,4.25
86.15,41.77,4.43,4.25
84.27,41.78,4.45,4.15
86.25,41.33,4.43,4.25
88.17,39.02,4.6,7.02
85.53,38.13,4.72,7.41
86.57,42.07,4.38,4.09
86.4,42.32,4.38,4.09
86.87,42.27,4.38,4.09
86.63,41.98,4.43,4.25
80.27,41.17,4.44,4.62
80.27,41.17,4.44,4.62
80.23,41.28,4.44,4.62
82.97,41.72,4.44,4.31
82.78,41.22,4.44,4.31
82.6,41.55,4.44,4.31
81.87,41.8,4.4,4.46
79.23,41.22,4.4,4.96
80.38,40.63,4.54,5.48
79.05,40.5,4.55,5.72
76.17,39.72,4.74,6.96
75.95,39.15,4.54,7.4
78.45,40.93,4.55,5.98
75.25,39.72,4.54,7.4
75.98,39.47,4.54,7.4
75.98,39.47,4.54,7.4
75.85,39.38,4.54,7.4
76.05,39.4,4.74,6.96
76.17,38.93,4.45,7.2
77.27,38.18,4.74,6.84
77.23,38.42,4.74,6.84
77.42,37.88,4.71,7.16
77.65,38.9,4.74,6.84
76.77,39.23,4.74,6.96
76.73,39.5,4.74,6.96
78.55,39.78,4.65,6.43
79.92,37.12,4.83,7.32
79.92,37.12,4.83,7.32
79.93,37.1,4.83,7.32
79.73,37.27,4.83,7.32
78.28,37.62,4.76,7.24
80.18,37.07,4.82,7.41
80.8,37,4.82,7.41
81.67,36.85,4.76,8.11
82.68,37.07,4.86,7.59
81.32,43.92,4.1,5.8
81.32,43.92,4.1,5.8
84.9,44.42,3.95,5.65
81.52,43.98,4.1,5.8
81.15,43.83,4.1,5.8
80.88,44.05,4.05,6.33
82.23,43.48,4.22,5.61
83.25,43.43,4.08,5.4
81.13,43.15,4.1,5.8
81.83,43.22,4.1,5.8
82.5,43.78,4.22,5.61
82.98,46.75,4.03,5.93
82.98,46.75,4.03,5.93
84.68,44.43,3.95,5.65
83.63,46.53,4.03,5.76
85.62,44.33,4.01,5.43
83.6,45.93,3.95,5.84
82.98,46.2,4.03,5.93
85.72,46.8,4.04,5.44
88.13,47.85,4.13,4.35
88.13,47.85,4.13,4.35
86.85,47.7,3.91,4.85
89.52,47,4.13,4.13
87.5,47.12,3.91,4.56
86.42,48.07,3.92,4.59
90.38,46.67,4.3,4.44
85.88,47.43,3.77,5.14
86.03,44.3,4.09,5.21
81.28,40.55,4.47,5.24
79.13,39.85,4.58,6.34
87.53,44.17,4.09,4.99
114.08,22.2,3.91,5.34
113.33,22.13,3.87,4.79
121.5,25.03,4.05,6.58
120.28,22.62,4.78,7.29
121.73,25.13,4.05,6.58
120.67,24.15,4.32,6.76
120.2,23,4.44,7.3
120.95,24.82,4.32,6.76
120.43,23.48,4.44,7.3
121.47,25.02,4.05,6.58
121.75,24.77,3.76,7.14
121.3,24.97,3.76,7.14
120.8,24.53,4.32,6.76
120.72,24.25,4.32,6.76
120.53,24.08,4.32,6.76
120.67,23.92,4.44,7.3
120.53,23.72,4.44,7.3
120.32,23.32,4.44,7.3
120.37,22.63,4.78,7.29
120.48,22.67,4.78,7.29
121.15,22.75,4.14,7.28
121.6,23.98,3.92,7.37
119.58,23.58,4.4,6.84
